idjadwal,idruang,idkelas,tgljadwal,waktumulai,waktuselesai,statusperkuliahan
253581,T-206,197793,2019-04-05,17:00,18:40,1
253578,T-206,197793,2019-03-15,17:00,18:40,1
253579,T-206,197793,2019-03-22,17:00,18:40,1
253577,T-206,197793,2019-03-08,17:00,18:40,1
253589,T-206,197793,2019-05-31,17:00,18:40,0
253588,T-206,197793,2019-05-24,17:00,18:40,0
253587,T-206,197793,2019-05-17,17:00,18:40,0
253586,T-206,197793,2019-05-10,17:00,18:40,0
253585,T-206,197793,2019-06-28,17:00,18:40,0
253584,T-206,197793,2019-06-21,17:00,18:40,0
253583,T-206,197793,2019-04-19,17:00,18:40,0
253580,T-206,197793,2019-03-29,17:00,18:40,1
253555,T-206,197793,2019-05-03,20:00,21:30,1
265909,K-403,197812,2019-03-28,08:00,09:40,1
265912,K-403,197812,2019-04-18,08:00,09:40,1
265911,K-403,197812,2019-04-11,08:00,09:40,1
265910,K-403,197812,2019-04-04,08:00,09:40,1
265913,K-403,197812,2019-06-20,08:00,09:40,0
265906,T-312,197812,2019-04-04,15:10,16:00,1
265907,K-403,197812,2019-03-14,08:00,09:40,1
265908,K-403,197812,2019-03-21,08:00,09:40,1
265918,K-403,197812,2019-05-30,08:00,09:40,0
265917,K-403,197812,2019-05-23,08:00,09:40,0
265916,K-403,197812,2019-05-16,08:00,09:40,0
265915,K-403,197812,2019-05-09,08:00,09:40,0
265914,K-403,197812,2019-06-27,08:00,09:40,0
261928,K-403,197812,2019-05-02,08:00,09:40,1
248799,T-206,197818,2019-04-15,10:30,12:10,1
248797,T-206,197818,2019-04-01,10:30,12:10,1
248793,T-206,197818,2019-03-04,10:30,12:10,1
248795,T-206,197818,2019-03-18,10:30,12:10,1
248794,T-206,197818,2019-03-11,10:30,12:10,1
248807,T-206,197818,2019-06-17,10:30,12:10,0
248806,T-206,197818,2019-06-10,10:30,12:10,0
248805,T-206,197818,2019-06-03,10:30,12:10,0
248804,T-206,197818,2019-05-27,10:30,12:10,0
248803,T-206,197818,2019-05-20,10:30,12:10,0
248802,T-206,197818,2019-05-13,10:30,12:10,0
248801,T-206,197818,2019-05-06,10:30,12:10,0
248798,T-206,197818,2019-04-08,10:30,12:10,1
248796,T-206,197818,2019-03-25,10:30,12:10,1
272478,T-312,197819,2019-04-15,13:30,15:10,1
261950,T-312,197819,2019-03-11,13:30,15:10,1
251408,T-312,197819,2019-03-04,13:30,15:10,1
272474,T-312,197819,2019-03-18,13:30,15:10,1
272484,T-312,197819,2019-05-27,13:30,15:10,0
272483,T-312,197819,2019-05-20,13:30,15:10,0
272482,T-312,197819,2019-05-13,13:30,15:10,0
272481,T-312,197819,2019-05-06,13:30,15:10,1
272480,T-312,197819,2019-06-22,13:30,15:10,0
272479,T-312,197819,2019-06-17,13:30,15:10,0
272477,T-312,197819,2019-04-08,13:30,15:10,0
272476,T-312,197819,2019-04-01,13:30,15:10,1
272475,T-312,197819,2019-03-25,13:30,15:10,1
